,dt,preco
2933,2014-05-25,"111,32"
2934,2014-05-24,"110,35"
2935,2014-05-23,"110,84"
2936,2014-05-22,"110,89"
2937,2014-05-21,"111,32"
2938,2014-05-20,"110,90"
2939,2014-05-19,"109,74"
2940,2014-05-18,"109,87"
2941,2014-05-17,"108,78"
2942,2014-05-16,"108,37"
2943,2014-05-15,"109,74"
2944,2014-05-14,"109,87"
2945,2014-05-13,"108,26"
2946,2014-05-12,"108,19"
2947,2014-05-11,"108,17"
2948,2014-05-10,"108,30"
2949,2014-05-09,"109,48"
2950,2014-05-08,"108,19"
2951,2014-05-07,"108,17"
2952,2014-05-06,"109,48"
2953,2014-05-05,"108,63"
2954,2014-05-04,"108,63"
2955,2014-05-03,"109,89"
2956,2014-05-02,"109,12"
2957,2014-05-01,"108,63"
2958,2014-04-30,"108,63"
2959,2014-04-29,"109,53"
2960,2014-04-28,"109,79"
2961,2014-04-27,"108,48"
2962,2014-04-26,"108,54"
2963,2014-04-25,"109,69"
2964,2014-04-24,"109,79"
2965,2014-04-23,"108,48"
2966,2014-04-22,"108,54"
2967,2014-04-21,"109,79"
2968,2014-04-20,"109,71"
2969,2014-04-19,"109,10"
2970,2014-04-18,"107,68"
2971,2014-04-17,"109,79"
2972,2014-04-16,"109,71"
2973,2014-04-15,"107,34"
2974,2014-04-14,"107,10"
2975,2014-04-13,"107,39"
2976,2014-04-12,"105,83"
2977,2014-04-11,"104,89"
2978,2014-04-10,"107,10"
2979,2014-04-09,"107,39"
2980,2014-04-08,"106,41"
2981,2014-04-07,"104,88"
2982,2014-04-06,"103,37"
2983,2014-04-05,"105,70"
2984,2014-04-04,"105,95"
2985,2014-04-03,"104,88"
2986,2014-04-02,"103,37"
2987,2014-04-01,"106,64"
2988,2014-03-31,"106,58"
2989,2014-03-30,"105,90"
2990,2014-03-29,"107,01"
2991,2014-03-28,"106,59"
2992,2014-03-27,"106,58"
2993,2014-03-26,"105,90"
2994,2014-03-25,"107,20"
2995,2014-03-24,"105,73"
2996,2014-03-23,"105,95"
2997,2014-03-22,"106,79"
2998,2014-03-21,"106,99"
2999,2014-03-20,"105,73"
3000,2014-03-19,"105,95"
3001,2014-03-18,"108,08"
3002,2014-03-17,"107,48"
3003,2014-03-16,"107,88"
3004,2014-03-15,"108,35"
3005,2014-03-14,"108,27"
3006,2014-03-13,"107,48"
3007,2014-03-12,"107,88"
3008,2014-03-11,"109,14"
3009,2014-03-10,"107,99"
3010,2014-03-09,"108,15"
3011,2014-03-08,"109,17"
3012,2014-03-07,"111,26"
3013,2014-03-06,"107,99"
3014,2014-03-05,"108,15"
3015,2014-03-04,"108,98"
3016,2014-03-03,"108,54"
3017,2014-03-02,"109,39"
3018,2014-03-01,"109,19"
3019,2014-02-28,"109,76"
3020,2014-02-27,"108,54"
3021,2014-02-26,"109,39"
3022,2014-02-25,"109,03"
3023,2014-02-24,"109,42"
3024,2014-02-23,"110,37"
3025,2014-02-22,"110,14"
3026,2014-02-21,"109,03"
3027,2014-02-20,"109,42"
3028,2014-02-19,"110,37"
3029,2014-02-18,"108,63"
3030,2014-02-17,"108,98"
3031,2014-02-16,"108,62"
3032,2014-02-15,"109,21"
3033,2014-02-14,"110,18"
3034,2014-02-13,"108,98"
3035,2014-02-12,"108,62"
3036,2014-02-11,"110,12"
3037,2014-02-10,"108,15"
3038,2014-02-09,"106,81"
3039,2014-02-08,"107,04"
3040,2014-02-07,"106,55"
3041,2014-02-06,"108,15"
3042,2014-02-05,"106,81"
3043,2014-02-04,"108,16"
3044,2014-02-03,"109,36"
3045,2014-02-02,"108,83"
3046,2014-02-01,"109,10"
3047,2014-01-31,"108,72"
3048,2014-01-30,"109,36"
3049,2014-01-29,"108,83"
3050,2014-01-28,"109,14"
3051,2014-01-27,"109,69"
3052,2014-01-26,"109,69"
3053,2014-01-25,"109,17"
3054,2014-01-24,"108,01"
3055,2014-01-23,"109,69"
3056,2014-01-22,"109,69"
3057,2014-01-21,"108,45"
3058,2014-01-20,"107,46"
3059,2014-01-19,"108,09"
3060,2014-01-18,"107,12"
3061,2014-01-17,"108,02"
3062,2014-01-16,"107,46"
3063,2014-01-15,"108,09"
3064,2014-01-14,"106,44"
3065,2014-01-13,"107,49"
3066,2014-01-12,"107,42"
3067,2014-01-11,"107,01"
3068,2014-01-10,"106,71"
3069,2014-01-09,"107,49"
3070,2014-01-08,"107,42"
3071,2014-01-07,"106,57"
3072,2014-01-06,"107,94"
3073,2014-01-04,"109,95"
3074,2014-01-03,"110,47"
3075,2014-01-02,"107,94"
3076,2013-12-31,"112,06"
3077,2013-12-30,"111,65"
3078,2013-12-28,"111,57"
3079,2013-12-27,"111,58"
3080,2013-12-26,"111,65"
3081,2013-12-24,"112,15"
3082,2013-12-23,"110,78"
3083,2013-12-22,"109,56"
3084,2013-12-21,"108,91"
3085,2013-12-20,"110,30"
3086,2013-12-19,"110,78"
3087,2013-12-18,"109,56"
3088,2013-12-17,"108,08"
3089,2013-12-16,"108,99"
3090,2013-12-15,"109,47"
3091,2013-12-14,"108,91"
3092,2013-12-13,"110,07"
3093,2013-12-12,"108,99"
3094,2013-12-11,"109,47"
3095,2013-12-10,"111,50"
3096,2013-12-09,"112,07"
3097,2013-12-08,"113,27"
3098,2013-12-07,"113,06"
3099,2013-12-06,"111,49"
3100,2013-12-05,"112,07"
3101,2013-12-04,"113,27"
3102,2013-12-03,"111,07"
3103,2013-12-02,"111,49"
3104,2013-12-01,"111,32"
3105,2013-11-30,"112,04"
3106,2013-11-29,"110,83"
3107,2013-11-27,"111,32"
3108,2013-11-26,"111,36"
3109,2013-11-25,"109,90"
3110,2013-11-24,"108,27"
3111,2013-11-23,"108,29"
3112,2013-11-22,"108,80"
3113,2013-11-21,"109,90"
3114,2013-11-20,"108,27"
3115,2013-11-19,"108,25"
3116,2013-11-18,"108,29"
3117,2013-11-17,"106,90"
3118,2013-11-16,"106,29"
3119,2013-11-15,"105,76"
3120,2013-11-14,"108,29"
3121,2013-11-13,"106,90"
3122,2013-11-12,"104,29"
3123,2013-11-11,"103,08"
3124,2013-11-10,"105,46"
3125,2013-11-09,"105,01"
3126,2013-11-08,"104,85"
3127,2013-11-07,"103,08"
3128,2013-11-06,"105,46"
3129,2013-11-05,"105,78"
3130,2013-11-04,"107,53"
3131,2013-11-03,"108,41"
3132,2013-11-02,"108,04"
3133,2013-11-01,"108,29"
3134,2013-10-31,"107,53"
3135,2013-10-30,"108,41"
3136,2013-10-29,"105,70"
3137,2013-10-28,"106,63"
3138,2013-10-27,"107,74"
3139,2013-10-26,"109,57"
3140,2013-10-25,"109,47"
3141,2013-10-24,"106,63"
3142,2013-10-23,"107,74"
3143,2013-10-22,"109,57"
3144,2013-10-21,"109,55"
3145,2013-10-20,"110,79"
3146,2013-10-19,"110,67"
3147,2013-10-18,"110,13"
3148,2013-10-17,"109,55"
3149,2013-10-16,"110,79"
3150,2013-10-15,"110,65"
3151,2013-10-14,"111,63"
3152,2013-10-13,"109,02"
3153,2013-10-12,"110,56"
3154,2013-10-11,"109,66"
3155,2013-10-10,"111,63"
3156,2013-10-09,"109,02"
3157,2013-10-08,"109,42"
3158,2013-10-07,"109,49"
3159,2013-10-06,"109,09"
3160,2013-10-05,"107,32"
3161,2013-10-04,"107,85"
3162,2013-10-03,"109,49"
3163,2013-10-02,"109,09"
3164,2013-10-01,"109,45"
3165,2013-09-30,"108,86"
3166,2013-09-29,"109,46"
3167,2013-09-28,"107,68"
3168,2013-09-27,"108,56"
3169,2013-09-26,"108,86"
3170,2013-09-25,"109,46"
3171,2013-09-24,"110,22"
3172,2013-09-23,"110,66"
3173,2013-09-22,"109,09"
3174,2013-09-21,"109,05"
3175,2013-09-20,"110,86"
3176,2013-09-19,"110,66"
3177,2013-09-18,"109,09"
3178,2013-09-17,"113,31"
3179,2013-09-16,"113,11"
3180,2013-09-15,"112,37"
3181,2013-09-14,"112,10"
3182,2013-09-13,"115,20"
3183,2013-09-12,"113,11"
3184,2013-09-11,"112,37"
3185,2013-09-10,"117,15"
3186,2013-09-09,"115,81"
3187,2013-09-08,"115,65"
3188,2013-09-07,"115,49"
3189,2013-09-06,"117,15"
3190,2013-09-05,"115,81"
3191,2013-09-04,"115,65"
3192,2013-09-03,"115,97"
3193,2013-09-02,"116,91"
3194,2013-09-01,"116,27"
3195,2013-08-31,"115,21"
3196,2013-08-30,"112,23"
3197,2013-08-29,"116,91"
3198,2013-08-28,"116,27"
3199,2013-08-27,"112,12"
3200,2013-08-26,"110,51"
3201,2013-08-25,"110,82"
3202,2013-08-24,"110,74"
3203,2013-08-23,"111,41"
3204,2013-08-22,"110,51"
3205,2013-08-21,"110,82"
3206,2013-08-20,"111,82"
3207,2013-08-19,"111,58"
3208,2013-08-18,"110,26"
3209,2013-08-17,"110,69"
3210,2013-08-16,"109,28"
3211,2013-08-15,"111,58"
3212,2013-08-14,"110,26"
3213,2013-08-13,"108,49"
3214,2013-08-12,"107,32"
3215,2013-08-11,"108,39"
3216,2013-08-10,"108,77"
3217,2013-08-09,"109,81"
3218,2013-08-08,"107,32"
3219,2013-08-07,"108,39"
3220,2013-08-06,"109,63"
3221,2013-08-05,"109,94"
3222,2013-08-04,"107,89"
3223,2013-08-03,"107,47"
3224,2013-08-02,"108,10"
3225,2013-08-01,"109,94"
3226,2013-07-31,"107,89"
3227,2013-07-30,"107,57"
3228,2013-07-29,"108,10"
3229,2013-07-28,"108,23"
3230,2013-07-27,"109,27"
3231,2013-07-26,"108,82"
3232,2013-07-25,"108,10"
3233,2013-07-24,"108,23"
3234,2013-07-23,"109,34"
3235,2013-07-22,"109,71"
3236,2013-07-21,"109,67"
3237,2013-07-20,"109,29"
3238,2013-07-19,"109,05"
3239,2013-07-18,"109,71"
3240,2013-07-17,"109,67"
3241,2013-07-16,"109,03"
3242,2013-07-15,"108,18"
3243,2013-07-14,"108,43"
3244,2013-07-13,"107,90"
3245,2013-07-12,"107,75"
3246,2013-07-11,"108,18"
3247,2013-07-10,"108,43"
3248,2013-07-09,"107,46"
3249,2013-07-08,"107,75"
3250,2013-07-07,"106,12"
3251,2013-07-06,"103,96"
3252,2013-07-05,"103,19"
3253,2013-07-03,"106,12"
3254,2013-07-02,"102,49"
3255,2013-07-01,"102,74"
3256,2013-06-30,"100,62"
3257,2013-06-29,"101,51"
3258,2013-06-28,"99,80"
3259,2013-06-27,"102,74"
3260,2013-06-26,"100,62"
3261,2013-06-25,"100,36"
3262,2013-06-24,"102,72"
3263,2013-06-23,"105,56"
3264,2013-06-22,"105,21"
3265,2013-06-21,"105,80"
3266,2013-06-20,"102,72"
3267,2013-06-19,"105,56"
3268,2013-06-18,"105,10"
3269,2013-06-17,"103,38"
3270,2013-06-16,"103,11"
3271,2013-06-15,"101,50"
3272,2013-06-14,"103,87"
3273,2013-06-13,"103,38"
3274,2013-06-12,"103,11"
3275,2013-06-11,"104,07"
3276,2013-06-10,"103,37"
3277,2013-06-09,"103,51"
3278,2013-06-08,"102,04"
3279,2013-06-07,"101,63"
3280,2013-06-06,"103,37"
3281,2013-06-05,"103,51"
3282,2013-06-04,"100,43"
3283,2013-06-03,"101,79"
3284,2013-06-02,"102,14"
3285,2013-06-01,"103,77"
3286,2013-05-31,"100,43"
3287,2013-05-30,"101,79"
3288,2013-05-29,"102,14"
3289,2013-05-28,"101,24"
3290,2013-05-27,"100,46"
3291,2013-05-26,"102,14"
3292,2013-05-25,"103,10"
3293,2013-05-24,"104,55"
3294,2013-05-23,"100,46"
3295,2013-05-22,"102,14"
3296,2013-05-21,"103,83"
3297,2013-05-20,"104,27"
3298,2013-05-19,"101,57"
3299,2013-05-18,"102,70"
3300,2013-05-17,"102,17"
3301,2013-05-16,"104,27"
3302,2013-05-15,"101,57"
3303,2013-05-14,"101,31"
3304,2013-05-13,"103,59"
3305,2013-05-12,"103,79"
3306,2013-05-11,"105,18"
3307,2013-05-10,"105,00"
3308,2013-05-09,"103,59"
3309,2013-05-08,"103,79"
3310,2013-05-07,"104,60"
3311,2013-05-06,"100,32"
3312,2013-05-05,"98,34"
3313,2013-05-04,"101,53"
3314,2013-05-03,"102,88"
3315,2013-05-02,"100,32"
3316,2013-05-01,"98,34"
3317,2013-04-30,"102,39"
3318,2013-04-29,"101,62"
3319,2013-04-28,"100,71"
3320,2013-04-27,"99,25"
3321,2013-04-26,"99,07"
3322,2013-04-25,"101,62"
3323,2013-04-24,"100,71"
3324,2013-04-23,"98,94"
3325,2013-04-22,"97,48"
3326,2013-04-21,"96,84"
3327,2013-04-20,"97,88"
3328,2013-04-19,"99,32"
3329,2013-04-18,"97,48"
3330,2013-04-17,"96,84"
3331,2013-04-16,"100,58"
3332,2013-04-15,"103,62"
3333,2013-04-14,"104,80"
3334,2013-04-13,"104,08"
3335,2013-04-12,"103,16"
3336,2013-04-11,"103,62"
3337,2013-04-10,"104,80"
3338,2013-04-09,"103,98"
3339,2013-04-08,"105,09"
3340,2013-04-07,"107,82"
3341,2013-04-06,"109,66"
3342,2013-04-05,"108,76"
3343,2013-04-04,"105,09"
3344,2013-04-03,"107,82"
3345,2013-04-02,"109,66"
3346,2013-04-01,"108,45"
3347,2013-03-31,"108,51"
3348,2013-03-30,"107,10"
3349,2013-03-29,"106,66"
3350,2013-03-28,"108,45"
3351,2013-03-27,"108,51"
3352,2013-03-26,"106,51"
3353,2013-03-25,"106,41"
3354,2013-03-24,"108,27"
3355,2013-03-22,"108,54"
3356,2013-03-21,"106,41"
3357,2013-03-20,"108,27"
3358,2013-03-19,"109,32"
3359,2013-03-18,"108,10"
3360,2013-03-17,"107,51"
3361,2013-03-16,"108,48"
3362,2013-03-15,"108,64"
3363,2013-03-14,"108,10"
3364,2013-03-13,"107,51"
3365,2013-03-12,"108,91"
3366,2013-03-11,"110,42"
3367,2013-03-10,"110,27"
3368,2013-03-09,"110,42"
3369,2013-03-08,"109,90"
3370,2013-03-07,"110,42"
3371,2013-03-06,"110,27"
3372,2013-03-05,"110,14"
3373,2013-03-04,"112,20"
3374,2013-03-03,"112,24"
3375,2013-03-02,"112,96"
3376,2013-03-01,"114,55"
3377,2013-02-28,"112,20"
3378,2013-02-27,"112,24"
3379,2013-02-26,"113,74"
3380,2013-02-25,"114,19"
3381,2013-02-24,"116,23"
3382,2013-02-23,"117,04"
3383,2013-02-22,"113,74"
3384,2013-02-21,"114,19"
3385,2013-02-20,"116,23"
3386,2013-02-19,"117,40"
3387,2013-02-18,"118,48"
3388,2013-02-17,"118,43"
3389,2013-02-16,"117,89"
3390,2013-02-15,"118,29"
3391,2013-02-14,"118,48"
3392,2013-02-13,"118,43"
3393,2013-02-12,"118,90"
3394,2013-02-11,"117,17"
3395,2013-02-09,"117,03"
3396,2013-02-08,"116,06"
3397,2013-02-07,"117,17"
3398,2013-02-05,"115,55"
3399,2013-02-04,"115,55"
3400,2013-02-03,"115,42"
3401,2013-02-02,"115,22"
3402,2013-02-01,"113,92"
3403,2013-01-31,"115,55"
3404,2013-01-30,"115,42"
3405,2013-01-29,"113,88"
3406,2013-01-28,"114,59"
3407,2013-01-27,"113,68"
3408,2013-01-26,"112,72"
3409,2013-01-25,"113,88"
3410,2013-01-24,"114,59"
3411,2013-01-23,"113,68"
3412,2013-01-22,"111,71"
3413,2013-01-21,"111,01"
3414,2013-01-20,"110,97"
3415,2013-01-19,"111,72"
3416,2013-01-18,"111,32"
3417,2013-01-17,"111,01"
3418,2013-01-16,"110,97"
3419,2013-01-15,"110,30"
3420,2013-01-14,"112,97"
3421,2013-01-13,"113,07"
3422,2013-01-12,"113,03"
3423,2013-01-11,"112,49"
3424,2013-01-10,"112,97"
3425,2013-01-09,"113,07"
3426,2013-01-08,"112,58"
3427,2013-01-07,"113,03"
3428,2013-01-06,"112,98"
3429,2013-01-04,"110,80"
3430,2013-01-03,"113,03"
3431,2013-01-02,"112,98"
3432,2013-01-01,"110,05"
3433,2012-12-31,"110,04"
3434,2012-12-30,"110,72"
3435,2012-12-28,"108,44"
3436,2012-12-27,"110,04"
3437,2012-12-26,"110,72"
3438,2012-12-25,"109,13"
3439,2012-12-24,"110,57"
3440,2012-12-23,"109,95"
3441,2012-12-22,"109,96"
3442,2012-12-21,"109,35"
3443,2012-12-20,"110,57"
3444,2012-12-19,"109,95"
3445,2012-12-18,"109,28"
3446,2012-12-17,"109,35"
3447,2012-12-16,"110,17"
3448,2012-12-15,"107,60"
3449,2012-12-14,"108,25"
3450,2012-12-12,"110,17"
3451,2012-12-11,"107,16"
3452,2012-12-10,"108,01"
3453,2012-12-09,"108,96"
3454,2012-12-08,"109,99"
3455,2012-12-07,"111,27"
3456,2012-12-06,"108,01"
3457,2012-12-05,"108,96"
3458,2012-12-04,"110,84"
3459,2012-12-03,"110,47"
3460,2012-12-02,"108,26"
3461,2012-12-01,"109,33"
3462,2012-11-30,"110,18"
3463,2012-11-29,"110,47"
3464,2012-11-28,"108,26"
3465,2012-11-27,"110,14"
3466,2012-11-26,"110,18"
3467,2012-11-25,"110,81"
3468,2012-11-24,"110,01"
3469,2012-11-23,"110,06"
3470,2012-11-21,"110,81"
3471,2012-11-20,"106,81"
3472,2012-11-19,"110,07"
3473,2012-11-18,"109,66"
3474,2012-11-17,"108,82"
3475,2012-11-16,"110,23"
3476,2012-11-15,"110,07"
3477,2012-11-14,"109,66"
3478,2012-11-13,"108,61"
3479,2012-11-12,"107,23"
3480,2012-11-11,"108,21"
3481,2012-11-10,"109,27"
3482,2012-11-09,"105,59"
3483,2012-11-08,"107,23"
3484,2012-11-07,"108,21"
3485,2012-11-06,"106,79"
3486,2012-11-05,"108,84"
3487,2012-11-04,"109,89"
3488,2012-11-03,"109,40"
3489,2012-11-02,"109,33"
3490,2012-11-01,"108,84"
3491,2012-10-31,"109,89"
3492,2012-10-30,"108,90"
3493,2012-10-29,"107,64"
3494,2012-10-28,"107,66"
3495,2012-10-27,"107,53"
3496,2012-10-26,"109,62"
3497,2012-10-25,"107,64"
3498,2012-10-24,"107,66"
3499,2012-10-23,"111,89"
3500,2012-10-22,"112,58"
3501,2012-10-21,"113,49"
3502,2012-10-20,"115,00"
3503,2012-10-19,"115,00"
3504,2012-10-18,"112,58"
3505,2012-10-17,"113,49"
3506,2012-10-16,"115,17"
3507,2012-10-15,"116,18"
3508,2012-10-14,"116,11"
3509,2012-10-13,"114,32"
3510,2012-10-12,"115,17"
3511,2012-10-11,"116,18"
3512,2012-10-10,"116,11"
3513,2012-10-09,"112,17"
3514,2012-10-08,"110,48"
3515,2012-10-07,"109,32"
3516,2012-10-06,"112,49"
3517,2012-10-05,"112,58"
3518,2012-10-04,"110,48"
3519,2012-10-03,"109,32"
3520,2012-10-02,"111,36"
3521,2012-10-01,"111,45"
3522,2012-09-30,"108,99"
3523,2012-09-29,"110,77"
3524,2012-09-28,"109,20"
3525,2012-09-27,"111,45"
3526,2012-09-26,"108,99"
3527,2012-09-25,"111,27"
3528,2012-09-24,"109,41"
3529,2012-09-23,"108,49"
3530,2012-09-22,"113,29"
3531,2012-09-21,"116,70"
3532,2012-09-20,"109,41"
3533,2012-09-19,"108,49"
3534,2012-09-18,"117,48"
3535,2012-09-17,"116,00"
3536,2012-09-16,"114,86"
3537,2012-09-15,"114,86"
3538,2012-09-14,"113,84"
3539,2012-09-13,"116,00"
3540,2012-09-12,"114,86"
3541,2012-09-11,"113,64"
3542,2012-09-10,"114,50"
3543,2012-09-09,"113,32"
3544,2012-09-08,"114,98"
3545,2012-09-07,"113,64"
3546,2012-09-06,"114,50"
3547,2012-09-05,"113,32"
3548,2012-09-04,"113,93"
3549,2012-09-03,"112,28"
3550,2012-09-02,"112,53"
3551,2012-09-01,"112,62"
3552,2012-08-31,"113,74"
3553,2012-08-30,"112,28"
3554,2012-08-29,"112,53"
3555,2012-08-28,"115,76"
3556,2012-08-27,"117,45"
3557,2012-08-26,"115,77"
3558,2012-08-25,"116,03"
3559,2012-08-24,"115,50"
3560,2012-08-23,"117,45"
3561,2012-08-22,"115,77"
3562,2012-08-21,"115,20"
3563,2012-08-20,"116,12"
3564,2012-08-19,"115,51"
3565,2012-08-18,"113,90"
3566,2012-08-17,"114,48"
3567,2012-08-16,"116,12"
3568,2012-08-15,"115,51"
3569,2012-08-14,"113,13"
3570,2012-08-13,"113,52"
3571,2012-08-12,"113,42"
3572,2012-08-11,"112,39"
3573,2012-08-10,"110,01"
3574,2012-08-09,"113,52"
3575,2012-08-08,"113,42"
3576,2012-08-07,"109,57"
3577,2012-08-06,"107,55"
3578,2012-08-05,"106,78"
3579,2012-08-04,"105,93"
3580,2012-08-03,"106,54"
3581,2012-08-02,"107,55"
3582,2012-08-01,"106,78"
3583,2012-07-31,"106,30"
3584,2012-07-30,"104,77"
3585,2012-07-29,"102,35"
3586,2012-07-28,"103,57"
3587,2012-07-27,"103,91"
3588,2012-07-26,"104,77"
3589,2012-07-25,"102,35"
3590,2012-07-24,"106,98"
3591,2012-07-23,"107,79"
3592,2012-07-22,"105,92"
3593,2012-07-21,"104,21"
3594,2012-07-20,"102,10"
3595,2012-07-19,"107,79"
3596,2012-07-18,"105,92"
3597,2012-07-17,"101,91"
3598,2012-07-16,"99,18"
3599,2012-07-15,"99,23"
3600,2012-07-14,"99,15"
3601,2012-07-13,"99,94"
3602,2012-07-12,"99,18"
3603,2012-07-11,"99,23"
3604,2012-07-10,"98,50"
3605,2012-07-09,"101,54"
3606,2012-07-07,"99,89"
3607,2012-07-06,"95,28"
3608,2012-07-05,"101,54"
3609,2012-07-03,"94,17"
3610,2012-07-02,"91,02"
3611,2012-07-01,"92,06"
3612,2012-06-30,"90,19"
3613,2012-06-29,"88,69"
3614,2012-06-28,"91,02"
3615,2012-06-27,"92,06"
3616,2012-06-26,"89,22"
3617,2012-06-25,"89,22"
3618,2012-06-24,"93,50"
3619,2012-06-23,"95,14"
3620,2012-06-22,"95,21"
3621,2012-06-21,"89,22"
3622,2012-06-20,"93,50"
3623,2012-06-19,"97,13"
3624,2012-06-18,"96,46"
3625,2012-06-17,"97,29"
3626,2012-06-16,"96,59"
3627,2012-06-15,"98,60"
3628,2012-06-14,"96,46"
3629,2012-06-13,"97,29"
3630,2012-06-12,"97,57"
3631,2012-06-11,"100,05"
3632,2012-06-10,"101,14"
3633,2012-06-09,"98,65"
3634,2012-06-08,"97,74"
3635,2012-06-07,"100,05"
3636,2012-06-06,"101,14"
3637,2012-06-05,"98,63"
3638,2012-06-04,"103,86"
3639,2012-06-03,"103,85"
3640,2012-06-02,"107,55"
3641,2012-06-01,"98,63"
3642,2012-05-31,"103,86"
3643,2012-05-30,"103,85"
3644,2012-05-29,"107,86"
3645,2012-05-28,"107,20"
3646,2012-05-27,"106,88"
3647,2012-05-26,"109,76"
3648,2012-05-25,"109,02"
3649,2012-05-24,"107,20"
3650,2012-05-23,"106,88"
3651,2012-05-22,"108,03"
3652,2012-05-21,"109,31"
3653,2012-05-20,"109,80"
3654,2012-05-19,"111,40"
3655,2012-05-18,"110,79"
3656,2012-05-17,"109,31"
3657,2012-05-16,"109,80"
3658,2012-05-15,"112,50"
3659,2012-05-14,"112,24"
3660,2012-05-13,"111,89"
3661,2012-05-12,"110,48"
3662,2012-05-11,"112,50"
3663,2012-05-10,"112,24"
3664,2012-05-09,"111,89"
3665,2012-05-08,"111,66"
3666,2012-05-07,"115,91"
3667,2012-05-06,"117,57"
3668,2012-05-05,"119,57"
3669,2012-05-04,"118,66"
3670,2012-05-03,"115,91"
3671,2012-05-02,"117,57"
3672,2012-05-01,"119,30"
3673,2012-04-30,"119,33"
3674,2012-04-29,"117,45"
3675,2012-04-28,"117,74"
3676,2012-04-27,"116,66"
3677,2012-04-26,"119,33"
3678,2012-04-25,"117,45"
3679,2012-04-24,"118,08"
3680,2012-04-23,"117,00"
3681,2012-04-22,"115,18"
3682,2012-04-21,"117,41"
3683,2012-04-20,"118,23"
3684,2012-04-19,"117,00"
3685,2012-04-18,"115,18"
3686,2012-04-17,"120,62"
3687,2012-04-16,"120,57"
3688,2012-04-15,"120,41"
3689,2012-04-14,"121,89"
3690,2012-04-13,"120,62"
3691,2012-04-12,"120,57"
3692,2012-04-11,"120,41"
3693,2012-04-10,"121,89"
3694,2012-04-09,"123,58"
3695,2012-04-08,"123,04"
3696,2012-04-07,"125,66"
3697,2012-04-06,"124,44"
3698,2012-04-05,"123,58"
3699,2012-04-04,"123,04"
3700,2012-04-03,"123,41"
3701,2012-04-02,"123,23"
3702,2012-04-01,"124,41"
3703,2012-03-31,"125,25"
3704,2012-03-30,"125,85"
3705,2012-03-29,"123,23"
3706,2012-03-28,"124,41"
3707,2012-03-27,"125,21"
3708,2012-03-26,"122,49"
3709,2012-03-25,"123,89"
3710,2012-03-24,"124,38"
3711,2012-03-23,"125,76"
3712,2012-03-22,"122,49"
3713,2012-03-21,"123,89"
3714,2012-03-20,"125,09"
3715,2012-03-19,"123,63"
3716,2012-03-18,"126,98"
3717,2012-03-17,"128,14"
3718,2012-03-16,"127,27"
3719,2012-03-15,"123,63"
3720,2012-03-14,"126,98"
3721,2012-03-13,"128,08"
3722,2012-03-12,"127,96"
3723,2012-03-11,"125,37"
3724,2012-03-10,"125,03"
3725,2012-03-09,"126,68"
3726,2012-03-08,"127,96"
3727,2012-03-07,"125,37"
3728,2012-03-06,"125,93"
3729,2012-03-05,"125,76"
3730,2012-03-04,"122,23"
3731,2012-03-03,"124,02"
3732,2012-03-02,"126,46"
3733,2012-03-01,"125,76"
3734,2012-02-29,"122,23"
3735,2012-02-28,"124,89"
3736,2012-02-27,"124,53"
3737,2012-02-26,"123,07"
3738,2012-02-25,"120,85"
3739,2012-02-24,"124,89"
3740,2012-02-23,"124,53"
3741,2012-02-22,"123,07"
3742,2012-02-21,"120,69"
3743,2012-02-20,"121,00"
3744,2012-02-19,"120,25"
3745,2012-02-18,"118,30"
3746,2012-02-17,"118,73"
3747,2012-02-16,"121,00"
3748,2012-02-15,"120,25"
3749,2012-02-14,"118,13"
3750,2012-02-13,"118,40"
3751,2012-02-12,"117,18"
3752,2012-02-11,"116,86"
3753,2012-02-10,"115,47"
3754,2012-02-09,"118,40"
3755,2012-02-08,"117,18"
3756,2012-02-07,"112,56"
3757,2012-02-06,"110,96"
3758,2012-02-05,"111,96"
3759,2012-02-04,"110,26"
3760,2012-02-03,"110,24"
3761,2012-02-02,"110,96"
3762,2012-02-01,"111,96"
3763,2012-01-31,"110,50"
3764,2012-01-30,"109,08"
3765,2012-01-29,"108,48"
3766,2012-01-28,"108,38"
3767,2012-01-27,"109,46"
3768,2012-01-26,"109,08"
3769,2012-01-25,"108,48"
3770,2012-01-24,"108,50"
3771,2012-01-23,"109,54"
3772,2012-01-21,"109,81"
3773,2012-01-20,"110,55"
3774,2012-01-19,"109,54"
3775,2012-01-17,"109,81"
3776,2012-01-16,"109,88"
3777,2012-01-15,"112,97"
3778,2012-01-14,"111,66"
3779,2012-01-13,"113,30"
3780,2012-01-12,"111,07"
3781,2012-01-11,"112,97"
3782,2012-01-10,"111,66"
3783,2012-01-09,"111,96"
3784,2012-01-08,"113,59"
3785,2012-01-07,"113,37"
3786,2012-01-06,"111,12"
3787,2012-01-05,"111,96"
3788,2012-01-04,"113,59"
3789,2012-01-03,"108,09"
3790,2012-01-02,"106,89"
3791,2012-01-01,"107,54"
3792,2011-12-30,"108,09"
3793,2011-12-29,"106,89"
3794,2011-12-28,"107,54"
3795,2011-12-27,"109,28"
3796,2011-12-26,"108,98"
3797,2011-12-25,"108,00"
3798,2011-12-24,"107,80"
3799,2011-12-23,"104,55"
3800,2011-12-22,"108,98"
3801,2011-12-21,"108,00"
3802,2011-12-20,"104,00"
3803,2011-12-19,"104,52"
3804,2011-12-18,"105,72"
3805,2011-12-17,"109,25"
3806,2011-12-16,"107,82"
