,dt,preco
0,2024-02-05,"79,30"
1,2024-02-02,"79,54"
2,2024-02-01,"82,20"
3,2024-01-31,"82,98"
4,2024-01-30,"84,14"
5,2024-01-29,"83,99"
6,2024-01-26,"83,34"
7,2024-01-25,"82,33"
8,2024-01-24,"82,15"
9,2024-01-23,"82,04"
10,2024-01-22,"81,70"
11,2024-01-19,"80,71"
12,2024-01-18,"81,04"
13,2024-01-17,"78,88"
14,2024-01-16,"80,15"
15,2024-01-15,"79,76"
16,2024-01-12,"79,89"
17,2024-01-11,"80,21"
18,2024-01-10,"78,46"
19,2024-01-09,"77,97"
20,2024-01-08,"75,47"
21,2024-01-05,"78,31"
22,2024-01-04,"75,79"
23,2024-01-03,"77,18"
24,2024-01-02,"76,24"
25,2023-12-29,"77,69"
26,2023-12-28,"79,04"
27,2023-12-27,"80,97"
28,2023-12-26,"80,23"
29,2023-12-22,"80,23"
30,2023-12-21,"80,73"
31,2023-12-20,"81,10"
32,2023-12-19,"79,82"
33,2023-12-18,"78,89"
34,2023-12-15,"76,84"
35,2023-12-14,"77,05"
36,2023-12-13,"74,14"
37,2023-12-12,"74,11"
38,2023-12-11,"75,75"
39,2023-12-08,"75,94"
40,2023-12-07,"74,21"
41,2023-12-06,"74,33"
42,2023-12-05,"77,27"
43,2023-12-04,"78,16"
44,2023-12-01,"78,72"
45,2023-11-30,"81,72"
46,2023-11-29,"82,98"
47,2023-11-28,"81,66"
48,2023-11-27,"79,49"
49,2023-11-24,"79,82"
50,2023-11-23,"80,85"
51,2023-11-22,"81,76"
52,2023-11-21,"82,42"
53,2023-11-20,"83,25"
54,2023-11-17,"81,22"
55,2023-11-16,"77,73"
56,2023-11-15,"82,40"
57,2023-11-14,"84,20"
58,2023-11-13,"84,09"
59,2023-11-10,"83,66"
60,2023-11-09,"81,74"
61,2023-11-08,"81,46"
62,2023-11-07,"83,43"
63,2023-11-06,"87,31"
64,2023-10-30,"90,73"
65,2023-10-27,"90,73"
66,2023-10-26,"88,45"
67,2023-10-25,"90,14"
68,2023-10-24,"88,00"
69,2023-10-23,"91,88"
70,2023-10-20,"93,72"
71,2023-10-19,"93,12"
72,2023-10-18,"91,99"
73,2023-10-17,"92,52"
74,2023-10-16,"90,99"
75,2023-10-13,"94,33"
76,2023-10-12,"88,40"
77,2023-10-11,"87,58"
78,2023-10-10,"90,70"
79,2023-10-09,"91,37"
80,2023-10-06,"87,86"
81,2023-10-05,"88,28"
82,2023-10-04,"89,83"
83,2023-10-03,"94,46"
84,2023-10-02,"91,21"
85,2023-09-29,"95,86"
86,2023-09-28,"96,55"
87,2023-09-27,"97,10"
88,2023-09-26,"94,46"
89,2023-09-25,"94,01"
90,2023-09-22,"93,99"
91,2023-09-21,"93,70"
92,2023-09-20,"94,56"
93,2023-09-19,"96,11"
94,2023-09-18,"95,95"
95,2023-09-15,"95,55"
96,2023-09-14,"95,20"
97,2023-09-13,"93,04"
98,2023-09-12,"93,58"
99,2023-09-11,"91,97"
100,2023-09-08,"91,85"
101,2023-09-07,"91,16"
102,2023-09-06,"91,79"
103,2023-09-05,"91,25"
104,2023-09-04,"90,42"
105,2023-08-31,"87,29"
106,2023-08-30,"86,62"
107,2023-08-29,"86,37"
108,2023-08-25,"85,42"
109,2023-08-24,"84,07"
110,2023-08-23,"83,94"
111,2023-08-22,"84,70"
112,2023-08-21,"85,44"
113,2023-08-18,"85,92"
114,2023-08-17,"85,24"
115,2023-08-16,"84,49"
116,2023-08-15,"86,28"
117,2023-08-14,"87,40"
118,2023-08-11,"87,93"
119,2023-08-10,"87,44"
120,2023-08-09,"89,31"
121,2023-08-08,"88,00"
122,2023-08-07,"86,47"
123,2023-08-04,"87,38"
124,2023-08-03,"86,19"
125,2023-08-02,"84,01"
126,2023-08-01,"85,34"
127,2023-07-31,"85,22"
128,2023-07-28,"84,49"
129,2023-07-27,"84,28"
130,2023-07-26,"82,98"
131,2023-07-25,"83,46"
132,2023-07-24,"82,53"
133,2023-07-21,"81,06"
134,2023-07-20,"79,62"
135,2023-07-19,"79,38"
136,2023-07-18,"79,54"
137,2023-07-17,"77,80"
138,2023-07-15,"77,80"
139,2023-07-14,"79,90"
140,2023-07-13,"81,31"
141,2023-07-12,"80,35"
142,2023-07-11,"79,54"
143,2023-07-10,"77,83"
144,2023-07-08,"77,83"
145,2023-07-07,"78,77"
146,2023-07-06,"76,72"
147,2023-07-05,"76,74"
148,2023-07-04,"76,23"
149,2023-07-03,"74,52"
150,2023-06-30,"74,51"
151,2023-06-29,"73,86"
152,2023-06-28,"73,64"
153,2023-06-27,"71,88"
154,2023-06-26,"73,86"
155,2023-06-23,"73,56"
156,2023-06-22,"73,93"
157,2023-06-21,"76,92"
158,2023-06-20,"75,79"
159,2023-06-19,"76,09"
160,2023-06-16,"76,76"
161,2023-06-15,"75,75"
162,2023-06-14,"73,39"
163,2023-06-13,"74,24"
164,2023-06-12,"71,80"
165,2023-06-09,"74,74"
166,2023-06-08,"75,88"
167,2023-06-07,"76,85"
168,2023-06-06,"76,22"
169,2023-06-05,"76,61"
170,2023-06-02,"76,00"
171,2023-06-01,"74,18"
172,2023-05-31,"71,98"
173,2023-05-30,"73,38"
174,2023-05-26,"76,33"
175,2023-05-25,"75,66"
176,2023-05-24,"77,99"
177,2023-05-23,"76,66"
178,2023-05-22,"75,77"
179,2023-05-19,"75,42"
180,2023-05-18,"75,75"
181,2023-05-17,"76,98"
182,2023-05-16,"75,15"
183,2023-05-15,"75,46"
184,2023-05-12,"74,54"
185,2023-05-11,"75,32"
186,2023-05-10,"76,70"
187,2023-05-09,"77,76"
188,2023-05-05,"75,85"
189,2023-05-04,"73,00"
190,2023-05-03,"72,91"
191,2023-05-02,"76,71"
192,2023-04-28,"81,32"
193,2023-04-27,"80,11"
194,2023-04-26,"79,19"
195,2023-04-25,"82,13"
196,2023-04-24,"84,23"
197,2023-04-21,"83,36"
198,2023-04-20,"83,29"
199,2023-04-19,"85,34"
200,2023-04-18,"85,48"
201,2023-04-17,"85,63"
202,2023-04-14,"87,31"
203,2023-04-13,"86,51"
204,2023-04-12,"88,31"
205,2023-04-11,"87,32"
206,2023-04-10,"86,56"
207,2023-04-06,"86,56"
208,2023-04-05,"85,89"
209,2023-04-04,"85,70"
210,2023-04-03,"85,81"
211,2023-03-31,"79,19"
212,2023-03-30,"78,45"
213,2023-03-29,"77,51"
214,2023-03-28,"78,07"
215,2023-03-27,"76,80"
216,2023-03-24,"73,63"
217,2023-03-23,"74,31"
218,2023-03-22,"76,08"
219,2023-03-21,"74,78"
220,2023-03-20,"72,42"
221,2023-03-17,"71,03"
222,2023-03-16,"73,12"
223,2023-03-15,"74,30"
224,2023-03-14,"76,77"
225,2023-03-13,"79,67"
226,2023-03-10,"82,30"
227,2023-03-09,"81,00"
228,2023-03-08,"82,10"
229,2023-03-07,"83,03"
230,2023-03-06,"85,86"
231,2023-03-03,"85,74"
232,2023-03-02,"84,15"
233,2023-03-01,"83,68"
234,2023-02-28,"83,21"
235,2023-02-27,"81,24"
236,2023-02-24,"82,31"
237,2023-02-23,"82,08"
238,2023-02-22,"79,55"
239,2023-02-21,"82,14"
240,2023-02-20,"82,79"
241,2023-02-17,"81,97"
242,2023-02-16,"83,84"
243,2023-02-15,"84,11"
244,2023-02-14,"84,96"
245,2023-02-13,"85,98"
246,2023-02-10,"85,46"
247,2023-02-09,"83,46"
248,2023-02-08,"84,17"
249,2023-02-07,"82,92"
250,2023-02-06,"80,48"
251,2023-02-03,"78,85"
252,2023-02-02,"80,57"
253,2023-02-01,"81,61"
254,2023-01-31,"83,42"
255,2023-01-30,"84,90"
256,2023-01-27,"85,36"
257,2023-01-26,"86,29"
258,2023-01-25,"85,08"
259,2023-01-24,"85,25"
260,2023-01-23,"87,96"
261,2023-01-20,"86,96"
262,2023-01-19,"85,08"
263,2023-01-18,"83,78"
264,2023-01-17,"84,38"
265,2023-01-16,"82,65"
266,2023-01-13,"83,43"
267,2023-01-12,"82,59"
268,2023-01-11,"81,11"
269,2023-01-10,"78,40"
270,2023-01-09,"77,50"
271,2023-01-06,"76,41"
272,2023-01-05,"76,73"
273,2023-01-04,"75,31"
274,2023-01-03,"80,36"
275,2023-01-02,"82,82"
276,2022-12-30,"82,82"
277,2022-12-29,"80,96"
278,2022-12-28,"81,70"
279,2022-12-27,"82,45"
280,2022-12-23,"82,45"
281,2022-12-22,"79,58"
282,2022-12-21,"80,25"
283,2022-12-20,"79,45"
284,2022-12-19,"81,66"
285,2022-12-16,"80,20"
286,2022-12-15,"82,34"
287,2022-12-14,"83,33"
288,2022-12-13,"80,14"
289,2022-12-12,"78,00"
290,2022-12-09,"76,37"
291,2022-12-08,"76,02"
292,2022-12-07,"77,11"
293,2022-12-06,"79,92"
294,2022-12-05,"83,36"
295,2022-12-02,"86,54"
296,2022-12-01,"86,28"
297,2022-11-30,"85,61"
298,2022-11-29,"83,22"
299,2022-11-28,"83,50"
300,2022-11-25,"83,40"
301,2022-11-24,"85,59"
302,2022-11-23,"85,90"
303,2022-11-22,"88,65"
304,2022-11-21,"88,44"
305,2022-11-18,"88,93"
306,2022-11-17,"91,00"
307,2022-11-16,"92,61"
308,2022-11-15,"94,30"
309,2022-11-14,"93,59"
310,2022-11-11,"96,37"
311,2022-11-10,"94,25"
312,2022-11-09,"93,05"
313,2022-11-08,"96,85"
314,2022-11-07,"99,87"
315,2022-11-04,"99,53"
316,2022-11-03,"95,29"
317,2022-11-02,"96,07"
318,2022-11-01,"95,12"
319,2022-10-31,"93,30"
320,2022-10-28,"94,64"
321,2022-10-27,"94,17"
322,2022-10-26,"92,93"
323,2022-10-25,"91,76"
324,2022-10-24,"91,57"
325,2022-10-21,"91,82"
326,2022-10-20,"91,52"
327,2022-10-19,"91,34"
328,2022-10-18,"89,46"
329,2022-10-17,"91,04"
330,2022-10-14,"92,22"
331,2022-10-13,"95,16"
332,2022-10-12,"93,44"
333,2022-10-11,"95,17"
334,2022-10-10,"97,13"
335,2022-10-07,"98,88"
336,2022-10-06,"95,65"
337,2022-10-05,"94,35"
338,2022-10-04,"93,74"
339,2022-10-03,"90,68"
340,2022-09-30,"88,90"
341,2022-09-29,"89,41"
342,2022-09-28,"89,55"
343,2022-09-27,"85,97"
344,2022-09-26,"82,55"
345,2022-09-23,"84,29"
346,2022-09-22,"90,40"
347,2022-09-21,"89,86"
348,2022-09-20,"89,62"
349,2022-09-19,"89,43"
350,2022-09-16,"89,43"
351,2022-09-15,"89,28"
352,2022-09-14,"92,83"
353,2022-09-13,"92,04"
354,2022-09-12,"93,45"
355,2022-09-09,"91,68"
356,2022-09-08,"87,99"
357,2022-09-07,"86,83"
358,2022-09-06,"91,43"
359,2022-09-05,"94,22"
360,2022-09-02,"93,09"
361,2022-09-01,"92,24"
362,2022-08-31,"96,55"
363,2022-08-30,"99,34"
364,2022-08-26,"101,13"
365,2022-08-25,"98,81"
366,2022-08-24,"99,87"
367,2022-08-23,"99,49"
368,2022-08-22,"95,06"
369,2022-08-19,"96,45"
370,2022-08-18,"96,35"
371,2022-08-17,"97,22"
372,2022-08-16,"95,36"
373,2022-08-15,"98,25"
374,2022-08-12,"103,70"
375,2022-08-11,"107,19"
376,2022-08-10,"105,06"
377,2022-08-09,"103,81"
378,2022-08-08,"103,46"
379,2022-08-05,"100,31"
380,2022-08-04,"97,99"
381,2022-08-03,"101,82"
382,2022-08-02,"106,51"
383,2022-08-01,"106,09"
384,2022-07-29,"111,51"
385,2022-07-28,"109,68"
386,2022-07-27,"109,64"
387,2022-07-26,"107,32"
388,2022-07-25,"108,23"
389,2022-07-22,"106,77"
390,2022-07-21,"112,81"
391,2022-07-20,"115,86"
392,2022-07-19,"114,96"
393,2022-07-18,"117,27"
394,2022-07-15,"112,26"
395,2022-07-14,"107,74"
396,2022-07-13,"107,17"
397,2022-07-12,"106,98"
398,2022-07-11,"114,85"
399,2022-07-08,"113,95"
400,2022-07-07,"113,40"
401,2022-07-06,"108,54"
402,2022-07-05,"110,49"
403,2022-07-04,"121,80"
404,2022-07-01,"119,21"
405,2022-06-30,"119,78"
406,2022-06-29,"120,80"
407,2022-06-28,"122,21"
408,2022-06-27,"119,69"
409,2022-06-24,"117,36"
410,2022-06-23,"114,50"
411,2022-06-22,"115,54"
412,2022-06-21,"118,51"
413,2022-06-20,"118,25"
414,2022-06-17,"119,22"
415,2022-06-16,"125,78"
416,2022-06-15,"124,96"
417,2022-06-14,"127,02"
418,2022-06-13,"128,44"
419,2022-06-10,"127,44"
420,2022-06-09,"128,47"
421,2022-06-08,"129,20"
422,2022-06-07,"126,89"
423,2022-06-06,"124,99"
424,2022-06-03,"125,68"
425,2022-06-01,"122,20"
426,2022-05-31,"125,53"
427,2022-05-30,"123,01"
428,2022-05-27,"121,19"
429,2022-05-26,"119,81"
430,2022-05-25,"116,41"
431,2022-05-24,"115,77"
432,2022-05-23,"115,13"
433,2022-05-20,"113,63"
434,2022-05-19,"113,22"
435,2022-05-18,"110,04"
436,2022-05-17,"112,89"
437,2022-05-16,"114,86"
438,2022-05-13,"112,12"
439,2022-05-12,"108,06"
440,2022-05-11,"107,70"
441,2022-05-10,"102,61"
442,2022-05-09,"106,67"
443,2022-05-06,"113,86"
444,2022-05-05,"112,11"
445,2022-05-04,"110,53"
446,2022-05-03,"104,94"
447,2022-05-02,"108,36"
448,2022-04-29,"108,36"
449,2022-04-28,"105,78"
450,2022-04-27,"103,30"
451,2022-04-26,"102,89"
452,2022-04-25,"99,27"
453,2022-04-22,"105,15"
454,2022-04-21,"107,20"
455,2022-04-20,"105,05"
456,2022-04-19,"105,49"
457,2022-04-18,"110,83"
458,2022-04-14,"110,83"
459,2022-04-13,"108,49"
460,2022-04-12,"104,42"
461,2022-04-11,"97,92"
462,2022-04-08,"101,26"
463,2022-04-07,"99,83"
464,2022-04-06,"100,81"
465,2022-04-05,"106,60"
466,2022-04-04,"108,15"
467,2022-04-01,"106,13"
468,2022-03-31,"107,29"
469,2022-03-30,"115,59"
470,2022-03-29,"112,79"
471,2022-03-28,"114,50"
472,2022-03-25,"122,67"
473,2022-03-24,"123,98"
474,2022-03-23,"127,52"
475,2022-03-22,"121,53"
476,2022-03-21,"122,29"
477,2022-03-18,"114,32"
478,2022-03-17,"113,50"
479,2022-03-16,"104,61"
480,2022-03-15,"105,14"
481,2022-03-14,"110,39"
482,2022-03-11,"118,11"
483,2022-03-10,"114,54"
484,2022-03-09,"116,58"
485,2022-03-08,"133,18"
486,2022-03-07,"129,02"
487,2022-03-04,"123,86"
488,2022-03-03,"115,36"
489,2022-03-02,"118,94"
490,2022-03-01,"110,93"
491,2022-02-28,"103,08"
492,2022-02-25,"98,56"
493,2022-02-24,"101,29"
494,2022-02-23,"99,29"
495,2022-02-22,"98,73"
496,2022-02-21,"98,95"
497,2022-02-18,"96,18"
498,2022-02-17,"95,28"
499,2022-02-16,"97,44"
500,2022-02-15,"98,43"
501,2022-02-14,"101,66"
502,2022-02-11,"97,50"
503,2022-02-10,"96,37"
504,2022-02-09,"94,95"
505,2022-02-08,"96,07"
506,2022-02-07,"97,28"
507,2022-02-04,"96,86"
508,2022-02-03,"92,99"
509,2022-02-02,"91,43"
510,2022-02-01,"90,24"
511,2022-01-31,"92,35"
512,2022-01-28,"91,47"
513,2022-01-27,"90,70"
514,2022-01-26,"91,22"
515,2022-01-25,"89,49"
516,2022-01-24,"87,74"
517,2022-01-21,"89,75"
518,2022-01-20,"89,75"
519,2022-01-19,"89,64"
520,2022-01-18,"88,83"
521,2022-01-17,"87,82"
522,2022-01-14,"87,17"
523,2022-01-13,"85,80"
524,2022-01-12,"85,83"
525,2022-01-11,"84,98"
526,2022-01-10,"81,56"
527,2022-01-07,"82,28"
528,2022-01-06,"81,99"
529,2022-01-05,"80,60"
530,2022-01-04,"79,39"
531,2022-01-03,"78,25"
532,2021-12-31,"77,24"
533,2021-12-30,"78,61"
534,2021-12-29,"78,63"
535,2021-12-27,"75,24"
536,2021-12-24,"75,24"
537,2021-12-23,"76,26"
538,2021-12-22,"74,69"
539,2021-12-21,"72,85"
540,2021-12-20,"70,51"
541,2021-12-17,"72,97"
542,2021-12-16,"74,64"
543,2021-12-15,"73,71"
544,2021-12-14,"73,37"
545,2021-12-13,"74,12"
546,2021-12-10,"74,98"
547,2021-12-09,"74,10"
548,2021-12-08,"75,94"
549,2021-12-07,"75,54"
550,2021-12-06,"73,38"
551,2021-12-03,"70,71"
552,2021-12-02,"70,56"
553,2021-12-01,"69,53"
554,2021-11-30,"70,86"
555,2021-11-29,"73,34"
556,2021-11-26,"72,37"
557,2021-11-25,"82,05"
558,2021-11-24,"82,37"
559,2021-11-23,"83,43"
560,2021-11-22,"80,97"
561,2021-11-19,"80,24"
562,2021-11-18,"82,45"
563,2021-11-17,"80,67"
564,2021-11-16,"82,85"
565,2021-11-15,"81,94"
566,2021-11-12,"82,90"
567,2021-11-11,"83,40"
568,2021-11-10,"82,91"
569,2021-11-09,"84,52"
570,2021-11-08,"83,22"
571,2021-11-05,"82,43"
572,2021-11-04,"80,15"
573,2021-11-03,"81,10"
574,2021-11-02,"84,42"
575,2021-11-01,"84,51"
576,2021-10-29,"83,10"
577,2021-10-28,"83,40"
578,2021-10-27,"84,12"
579,2021-10-26,"85,11"
580,2021-10-25,"84,85"
581,2021-10-22,"85,43"
582,2021-10-21,"84,58"
583,2021-10-20,"85,76"
584,2021-10-19,"85,02"
585,2021-10-18,"84,13"
586,2021-10-15,"84,67"
587,2021-10-14,"83,86"
588,2021-10-13,"83,53"
589,2021-10-12,"83,53"
590,2021-10-11,"83,75"
591,2021-10-08,"82,17"
592,2021-10-07,"82,34"
593,2021-10-06,"81,39"
594,2021-10-05,"82,72"
595,2021-10-04,"81,44"
596,2021-10-01,"79,40"
597,2021-09-30,"77,81"
598,2021-09-29,"77,86"
599,2021-09-28,"78,30"
600,2021-09-27,"78,85"
601,2021-09-24,"77,42"
602,2021-09-23,"76,44"
603,2021-09-22,"75,50"
604,2021-09-21,"73,65"
605,2021-09-20,"73,59"
606,2021-09-17,"74,64"
607,2021-09-16,"75,14"
608,2021-09-15,"74,84"
609,2021-09-14,"73,05"
610,2021-09-13,"72,97"
611,2021-09-10,"72,44"
612,2021-09-09,"71,32"
613,2021-09-08,"72,36"
614,2021-09-07,"71,52"
615,2021-09-06,"72,43"
616,2021-09-03,"73,07"
617,2021-09-02,"73,56"
618,2021-09-01,"71,99"
619,2021-08-31,"73,45"
620,2021-08-27,"72,26"
621,2021-08-26,"70,42"
622,2021-08-25,"72,12"
623,2021-08-24,"71,21"
624,2021-08-23,"69,07"
625,2021-08-20,"65,51"
626,2021-08-19,"66,80"
627,2021-08-18,"68,61"
628,2021-08-17,"69,40"
629,2021-08-16,"70,07"
630,2021-08-13,"70,90"
631,2021-08-12,"71,79"
632,2021-08-11,"71,99"
633,2021-08-10,"71,14"
634,2021-08-09,"69,65"
635,2021-08-06,"71,02"
636,2021-08-05,"72,14"
637,2021-08-04,"70,99"
638,2021-08-03,"73,24"
639,2021-08-02,"73,91"
640,2021-07-30,"77,72"
641,2021-07-29,"76,30"
642,2021-07-28,"75,09"
643,2021-07-27,"74,87"
644,2021-07-26,"74,79"
645,2021-07-23,"74,86"
646,2021-07-22,"74,25"
647,2021-07-21,"72,54"
648,2021-07-20,"70,03"
649,2021-07-19,"69,33"
650,2021-07-16,"74,46"
651,2021-07-15,"74,53"
652,2021-07-14,"75,74"
653,2021-07-13,"77,50"
654,2021-07-12,"76,77"
655,2021-07-09,"77,14"
656,2021-07-08,"75,07"
657,2021-07-07,"74,31"
658,2021-07-06,"75,81"
659,2021-07-05,"78,34"
660,2021-07-02,"77,51"
661,2021-07-01,"76,69"
662,2021-06-30,"76,94"
663,2021-06-29,"75,38"
664,2021-06-28,"74,78"
665,2021-06-25,"76,45"
666,2021-06-24,"75,95"
667,2021-06-23,"75,22"
668,2021-06-22,"74,92"
669,2021-06-21,"74,49"
670,2021-06-18,"73,10"
671,2021-06-17,"72,92"
672,2021-06-16,"73,88"
673,2021-06-15,"73,38"
674,2021-06-14,"72,27"
675,2021-06-11,"72,05"
676,2021-06-10,"71,65"
677,2021-06-09,"71,31"
678,2021-06-08,"71,39"
679,2021-06-07,"70,89"
680,2021-06-04,"71,30"
681,2021-06-03,"70,71"
682,2021-06-02,"70,60"
683,2021-06-01,"70,03"
684,2021-05-28,"69,36"
685,2021-05-27,"69,43"
686,2021-05-26,"68,93"
687,2021-05-25,"68,80"
688,2021-05-24,"68,59"
689,2021-05-21,"66,72"
690,2021-05-20,"65,18"
691,2021-05-19,"66,88"
692,2021-05-18,"69,01"
693,2021-05-17,"69,62"
694,2021-05-14,"69,24"
695,2021-05-13,"67,36"
696,2021-05-12,"69,62"
697,2021-05-11,"68,83"
698,2021-05-10,"68,61"
699,2021-05-07,"68,73"
700,2021-05-06,"68,62"
701,2021-05-05,"69,71"
702,2021-04-30,"67,73"
703,2021-04-29,"68,26"
704,2021-04-28,"67,08"
705,2021-04-27,"66,25"
706,2021-04-26,"65,50"
707,2021-04-23,"65,75"
708,2021-04-22,"65,07"
709,2021-04-21,"64,02"
710,2021-04-20,"65,34"
711,2021-04-19,"66,54"
712,2021-04-16,"65,98"
713,2021-04-15,"66,13"
714,2021-04-14,"66,11"
715,2021-04-13,"62,83"
716,2021-04-12,"62,38"
717,2021-04-09,"61,89"
718,2021-04-08,"62,09"
719,2021-04-07,"61,86"
720,2021-04-06,"61,47"
721,2021-04-05,"63,85"
722,2021-04-01,"63,85"
723,2021-03-31,"63,52"
724,2021-03-30,"63,28"
725,2021-03-29,"64,06"
726,2021-03-26,"63,77"
727,2021-03-25,"61,21"
728,2021-03-24,"63,70"
729,2021-03-23,"59,96"
730,2021-03-22,"63,89"
731,2021-03-19,"64,00"
732,2021-03-18,"62,11"
733,2021-03-17,"67,73"
734,2021-03-16,"67,95"
735,2021-03-15,"68,78"
736,2021-03-12,"68,87"
737,2021-03-11,"69,34"
738,2021-03-10,"67,53"
739,2021-03-09,"67,03"
740,2021-03-08,"68,00"
741,2021-03-05,"69,95"
742,2021-03-04,"67,32"
743,2021-03-03,"64,70"
744,2021-03-02,"63,17"
745,2021-03-01,"64,56"
746,2021-02-26,"65,86"
747,2021-02-25,"66,69"
748,2021-02-24,"66,85"
749,2021-02-23,"65,16"
750,2021-02-22,"64,73"
751,2021-02-19,"62,84"
752,2021-02-18,"64,09"
753,2021-02-17,"65,02"
754,2021-02-16,"63,96"
755,2021-02-15,"63,58"
756,2021-02-12,"62,47"
757,2021-02-11,"61,09"
758,2021-02-10,"61,17"
759,2021-02-09,"60,74"
760,2021-02-08,"60,17"
761,2021-02-05,"59,48"
762,2021-02-04,"58,98"
763,2021-02-03,"58,61"
764,2021-02-02,"57,62"
765,2021-02-01,"56,42"
766,2021-01-29,"55,25"
767,2021-01-28,"54,87"
768,2021-01-27,"55,07"
769,2021-01-26,"55,26"
770,2021-01-25,"55,44"
771,2021-01-22,"55,22"
772,2021-01-21,"55,68"
773,2021-01-20,"55,66"
774,2021-01-19,"55,38"
775,2021-01-18,"54,21"
776,2021-01-15,"54,80"
777,2021-01-14,"55,76"
778,2021-01-13,"55,52"
779,2021-01-12,"55,98"
780,2021-01-11,"54,84"
781,2021-01-08,"55,51"
782,2021-01-07,"53,70"
783,2021-01-06,"53,80"
784,2021-01-05,"53,16"
785,2021-01-04,"50,37"
786,2020-12-31,"51,22"
787,2020-12-30,"50,74"
788,2020-12-29,"50,44"
789,2020-12-28,"50,88"
790,2020-12-24,"50,88"
791,2020-12-23,"51,05"
792,2020-12-22,"49,88"
793,2020-12-21,"50,61"
794,2020-12-18,"52,17"
795,2020-12-14,"50,27"
796,2020-12-11,"50,01"
797,2020-12-10,"50,33"
798,2020-12-09,"48,81"
799,2020-12-08,"48,84"
800,2020-12-07,"48,63"
801,2020-12-04,"49,10"
802,2020-12-03,"48,37"
803,2020-12-02,"47,80"
804,2020-12-01,"47,03"
805,2020-11-30,"46,84"
806,2020-11-27,"46,88"
807,2020-11-26,"46,32"
808,2020-11-25,"47,30"
809,2020-11-24,"46,63"
810,2020-11-23,"45,00"
811,2020-11-20,"43,79"
812,2020-11-19,"43,09"
813,2020-11-18,"42,91"
814,2020-11-17,"42,54"
815,2020-11-16,"42,71"
816,2020-11-13,"41,51"
817,2020-11-12,"42,16"
818,2020-11-11,"42,50"
819,2020-11-10,"42,25"
820,2020-11-09,"40,93"
821,2020-11-06,"38,08"
822,2020-11-05,"39,47"
823,2020-11-04,"39,68"
824,2020-11-03,"38,17"
825,2020-11-02,"37,78"
826,2020-10-30,"36,33"
827,2020-10-29,"36,56"
828,2020-10-28,"37,86"
829,2020-10-27,"39,72"
830,2020-10-26,"39,06"
831,2020-10-23,"40,71"
832,2020-10-22,"41,28"
833,2020-10-21,"40,09"
834,2020-10-20,"41,62"
835,2020-10-19,"41,29"
836,2020-10-16,"41,34"
837,2020-10-15,"41,61"
838,2020-10-14,"41,81"
839,2020-10-13,"41,34"
840,2020-10-12,"40,50"
841,2020-10-09,"41,63"
842,2020-10-08,"42,00"
843,2020-10-07,"40,62"
844,2020-10-06,"41,27"
845,2020-10-05,"39,78"
846,2020-10-02,"38,00"
847,2020-10-01,"39,75"
848,2020-09-30,"40,30"
849,2020-09-29,"40,33"
850,2020-09-28,"41,59"
851,2020-09-25,"40,91"
852,2020-09-24,"41,24"
853,2020-09-23,"41,09"
854,2020-09-22,"40,84"
855,2020-09-21,"40,37"
856,2020-09-19,"40,37"
857,2020-09-18,"42,16"
858,2020-09-17,"42,35"
859,2020-09-16,"41,23"
860,2020-09-15,"39,54"
861,2020-09-14,"38,57"
862,2020-09-13,"39,54"
863,2020-09-12,"38,57"
864,2020-09-11,"38,80"
865,2020-09-10,"39,27"
866,2020-09-09,"39,98"
867,2020-09-08,"38,53"
868,2020-09-07,"40,67"
869,2020-09-04,"41,10"
870,2020-09-03,"42,72"
871,2020-09-02,"42,70"
872,2020-09-01,"45,72"
873,2020-08-28,"45,22"
874,2020-08-27,"44,84"
875,2020-08-26,"45,79"
876,2020-08-25,"46,01"
877,2020-08-24,"44,43"
878,2020-08-21,"43,94"
879,2020-08-20,"44,56"
880,2020-08-19,"45,21"
881,2020-08-18,"45,34"
882,2020-08-17,"44,91"
883,2020-08-14,"44,86"
884,2020-08-13,"44,87"
885,2020-08-12,"45,09"
886,2020-08-11,"43,68"
887,2020-08-10,"44,19"
888,2020-08-07,"44,07"
889,2020-08-06,"45,04"
890,2020-08-05,"44,92"
891,2020-08-04,"43,99"
892,2020-08-03,"43,76"
893,2020-07-31,"43,13"
894,2020-07-30,"42,98"
895,2020-07-29,"43,51"
896,2020-07-28,"43,11"
897,2020-07-27,"43,39"
898,2020-07-24,"43,29"
899,2020-07-23,"42,96"
900,2020-07-22,"43,98"
901,2020-07-21,"44,31"
902,2020-07-20,"43,30"
903,2020-07-17,"43,53"
904,2020-07-16,"43,71"
905,2020-07-15,"43,96"
906,2020-07-14,"42,97"
907,2020-07-13,"42,85"
908,2020-07-10,"43,27"
909,2020-07-09,"42,35"
910,2020-07-08,"43,67"
911,2020-07-07,"43,28"
912,2020-07-06,"42,73"
913,2020-07-03,"42,92"
914,2020-07-02,"43,19"
915,2020-07-01,"42,18"
916,2020-06-30,"41,64"
917,2020-06-29,"41,58"
918,2020-06-26,"40,97"
919,2020-06-25,"41,18"
920,2020-06-24,"40,40"
921,2020-06-23,"42,72"
922,2020-06-22,"43,20"
923,2020-06-19,"42,33"
924,2020-06-18,"41,75"
925,2020-06-17,"40,47"
926,2020-06-16,"40,75"
927,2020-06-15,"39,44"
928,2020-06-12,"38,54"
929,2020-06-11,"37,76"
930,2020-06-10,"41,18"
931,2020-06-09,"40,45"
